cliente_id,codigo_unico_cliente,nombre,email,telefono,tipo_identificacion,identificacion,segmento,provincia,ciudad,fecha_registro,score_crediticio,periodo,fecha_proceso,fecha_ingesta
1032,CUS-00033,SR(A). CAMILA TERÁN,pradocecilia@yahoo.com,996.846.0810x620,CÉDULA,0061477262,RETAIL,Guayas,Guayaquil,2025-01-15,395,202602,2026-02-21,2026-02-21 19:17:59.877054
1033,CUS-00034,TOMÁS JACINTO CARRASCO LOZADA,karina50@yahoo.com,(034)244-2043x80571,RUC,5526279303001,PYME,Azuay,Guayaquil,2023-02-20,402,202602,2026-02-21,2026-02-21 19:17:59.877054
1034,CUS-00035,CRISTINA RENDÓN,vargasramiro@gmail.com,838.638.4066x6580,PASAPORTE,P63580460,CORPORATIVO,Azuay,Quito,2024-10-08,445,202602,2026-02-21,2026-02-21 19:17:59.877054
1035,CUS-00036,FRIDA SANCHES DOMÍNGUEZ,perla41@yahoo.com,+43(9)7359893347,RUC,3519490553001,PYME,Azuay,Cuenca,2024-11-06,326,202602,2026-02-21,2026-02-21 19:17:59.877054
1036,CUS-00037,SR(A). SOCORRO LUGO,rurbina@hotmail.com,(122)816-0648,CÉDULA,7377431223,PYME,Pichincha,Quito,2025-04-08,829,202602,2026-02-21,2026-02-21 19:17:59.877054
1037,CUS-00038,ING. ELVIA CORRAL,cazaresbeatriz@yahoo.com,229-405-7202,CÉDULA,3943975576,RETAIL,Manabí,Cuenca,2021-10-18,978,202602,2026-02-21,2026-02-21 19:17:59.877054
1038,CUS-00039,CYNTHIA PAOLA TAMEZ ABREGO,ivonne85@gmail.com,1-909-479-8515,CÉDULA,9971807334,RETAIL,Guayas,Guayaquil,2025-12-05,381,202602,2026-02-21,2026-02-21 19:17:59.877054
1039,CUS-00040,MTRO. MINERVA ALMARAZ,salvadorsaucedo@yahoo.com,328-182-6886x1533,CÉDULA,7479098527,RETAIL,Pichincha,Manta,2025-02-07,727,202602,2026-02-21,2026-02-21 19:17:59.877054
1040,CUS-00041,JOS MALDONADO GRIJALVA,armentaalfonso@gmail.com,(555)439-8780x15739,CÉDULA,8560449356,PYME,Manabí,Cuenca,2021-10-08,883,202602,2026-02-21,2026-02-21 19:17:59.877054
1041,CUS-00042,FABIOLA VALVERDE BERRÍOS,mario87@gmail.com,305.616.4840x8588,CÉDULA,8056274848,PYME,Manabí,Guayaquil,2022-11-10,778,202602,2026-02-21,2026-02-21 19:17:59.877054
1042,CUS-00043,MERCEDES BARRIENTOS TEJADA,itzelmatos@gmail.com,1-704-358-1128x801,CÉDULA,9384982389,PYME,Guayas,Guayaquil,2021-03-16,461,202602,2026-02-21,2026-02-21 19:17:59.877054
1043,CUS-00044,CAROLINA VICTORIA ROLDÁN,lluna@yahoo.com,1-361-386-1207,RUC,5161102578001,RETAIL,Guayas,Cuenca,2024-07-24,701,202602,2026-02-21,2026-02-21 19:17:59.877054
1044,CUS-00045,DR. GABINO SUÁREZ,tvalladares@yahoo.com,1-501-102-4819x34667,CÉDULA,6354700591,WEALTH,Guayas,Manta,2021-05-26,807,202602,2026-02-21,2026-02-21 19:17:59.877054
1045,CUS-00046,LIC. ERIC TIRADO,negreteisabel@hotmail.com,665-061-8091x90158,CÉDULA,4060380355,CORPORATIVO,Pichincha,Guayaquil,2025-04-16,337,202602,2026-02-21,2026-02-21 19:17:59.877054
1046,CUS-00047,HUGO LEONOR NIÑO,penarodolfo@yahoo.com,04491476607,CÉDULA,7060627207,WEALTH,Loja,Cuenca,2023-04-15,810,202602,2026-02-21,2026-02-21 19:17:59.877054
1047,CUS-00048,NOEMÍ RAZO,zambranomario@yahoo.com,(832)684-2450,CÉDULA,2102115015,PYME,Guayas,Manta,2024-02-15,692,202602,2026-02-21,2026-02-21 19:17:59.877054
1048,CUS-00049,FERNANDO GARZA BARELA,ameliavergara@yahoo.com,(821)009-9688x1435,CÉDULA,2307662992,PYME,Loja,Manta,2021-03-06,793,202602,2026-02-21,2026-02-21 19:17:59.877054
1049,CUS-00050,ALEJANDRA ROLANDO URRUTIA GODÍNEZ,ofeliaolivares@gmail.com,1-682-223-9431,CÉDULA,1066167086,WEALTH,Pichincha,Guayaquil,2023-07-17,499,202602,2026-02-21,2026-02-21 19:17:59.877054
1050,CUS-00051,DR. ABRAHAM BATISTA,alonsovega@hotmail.com,(908)781-4141,PASAPORTE,P27675842,PYME,Loja,Quito,2022-07-20,554,202602,2026-02-21,2026-02-21 19:17:59.877054
1051,CUS-00052,ESTELA BARRETO APARICIO,espinoaida@yahoo.com,1-975-523-1491,CÉDULA,2071277334,CORPORATIVO,Azuay,Quito,2021-07-20,478,202602,2026-02-21,2026-02-21 19:17:59.877054
1052,CUS-00053,ANGÉLICA NOELIA GRANADOS LEIVA,lourdes26@hotmail.com,1-577-594-9299,RUC,5461696064001,PYME,Loja,Guayaquil,2023-04-14,846,202602,2026-02-21,2026-02-21 19:17:59.877054
1053,CUS-00054,ERNESTO TIRADO,liliasanchez@hotmail.com,562.053.3645,RUC,2231104391001,CORPORATIVO,Guayas,Manta,2024-03-24,893,202602,2026-02-21,2026-02-21 19:17:59.877054
1054,CUS-00055,REINA REYNALDO ROJAS,tbanuelos@gmail.com,577-754-7812,CÉDULA,2663445814,WEALTH,Pichincha,Guayaquil,2024-10-14,688,202602,2026-02-21,2026-02-21 19:17:59.877054
1055,CUS-00056,MARIO LORENZO ESPINAL,ramiromelendez@hotmail.com,914-283-4110x80996,RUC,2395709760001,WEALTH,Guayas,Cuenca,2022-01-27,697,202602,2026-02-21,2026-02-21 19:17:59.877054
1056,CUS-00057,BEATRIZ PRADO MORENO,ysotelo@yahoo.com,1-308-488-7256x3942,CÉDULA,1208718685,PYME,Azuay,Quito,2022-07-18,457,202602,2026-02-21,2026-02-21 19:17:59.877054
1057,CUS-00058,LILIA ROBLES,maria-luisatejada@yahoo.com,1-881-658-0392x827,CÉDULA,5399164514,CORPORATIVO,Guayas,Cuenca,2021-09-18,303,202602,2026-02-21,2026-02-21 19:17:59.877054
1058,CUS-00059,ZACARÍAS CALVILLO BALLESTEROS,zoe49@yahoo.com,(299)275-0373,CÉDULA,9385104859,PYME,Guayas,Guayaquil,2022-06-16,466,202602,2026-02-21,2026-02-21 19:17:59.877054
1059,CUS-00060,IVONNE CARDONA,fernandoleiva@hotmail.com,04530385677,CÉDULA,6495485718,RETAIL,Guayas,Guayaquil,2024-08-23,767,202602,2026-02-21,2026-02-21 19:17:59.877054
1060,CUS-00061,ELISA ELIAS TERÁN,espartaco44@hotmail.com,+05(1)8449892665,CÉDULA,4690949150,RETAIL,Manabí,Manta,2024-06-21,708,202602,2026-02-21,2026-02-21 19:17:59.877054
1061,CUS-00062,CLARA PICHARDO,minervamateo@yahoo.com,1-184-638-6557x7908,CÉDULA,2432947306,RETAIL,Azuay,Manta,2023-04-15,711,202602,2026-02-21,2026-02-21 19:17:59.877054
1062,CUS-00063,GERMÁN MARÍA TERESA HARO,rafael44@gmail.com,723-184-3222,RUC,7251675547001,RETAIL,Guayas,Manta,2023-07-05,503,202602,2026-02-21,2026-02-21 19:17:59.877054
1063,CUS-00064,MARGARITA URBINA CALVILLO,wortega@gmail.com,913.651.7773,CÉDULA,0933223018,PYME,Guayas,Cuenca,2025-01-20,493,202602,2026-02-21,2026-02-21 19:17:59.877054
1064,CUS-00065,URIEL TOLEDO ALEJANDRO,alma41@yahoo.com,1-260-302-9922x8092,CÉDULA,9148870087,RETAIL,Guayas,Manta,2021-08-27,534,202602,2026-02-21,2026-02-21 19:17:59.877054
1065,CUS-00066,EVA DE LA CRÚZ PALOMO,vhidalgo@yahoo.com,+24(2)8699041379,CÉDULA,9862214251,CORPORATIVO,Pichincha,Guayaquil,2024-10-16,449,202602,2026-02-21,2026-02-21 19:17:59.877054
1066,CUS-00067,MAURICIO GALLARDO,eloytijerina@yahoo.com,723.692.9298x425,CÉDULA,2400986072,WEALTH,Manabí,Manta,2024-03-12,458,202602,2026-02-21,2026-02-21 19:17:59.877054
1067,CUS-00068,ANA MARÍA DE ANDA,citlali19@hotmail.com,1-991-366-2103x886,RUC,7406455781001,WEALTH,Pichincha,Quito,2022-01-30,578,202602,2026-02-21,2026-02-21 19:17:59.877054
1068,CUS-00069,ABELARDO ORELLANA,federicoarteaga@hotmail.com,912-799-0881,CÉDULA,8989960694,RETAIL,Manabí,Manta,2025-05-31,703,202602,2026-02-21,2026-02-21 19:17:59.877054
1069,CUS-00070,MARÍA ELENA GONZALO PIÑA VALADEZ,teodorogonzales@gmail.com,07298068650,PASAPORTE,P59646827,RETAIL,Guayas,Cuenca,2024-04-14,977,202602,2026-02-21,2026-02-21 19:17:59.877054
1070,CUS-00071,CRISTAL ESPINAL,pedrazaisabel@hotmail.com,1-863-765-9916x24731,CÉDULA,1613621960,RETAIL,Azuay,Quito,2021-11-18,610,202602,2026-02-21,2026-02-21 19:17:59.877054
1071,CUS-00072,ESTEBAN ANA LUISA VENEGAS TORRES,rcamarillo@gmail.com,(986)430-0981,CÉDULA,7212479666,PYME,Loja,Quito,2021-09-28,367,202602,2026-02-21,2026-02-21 19:17:59.877054
1072,CUS-00073,HUMBERTO BÁEZ ARTEAGA,urbinacristina@yahoo.com,063-565-1269x4486,CÉDULA,7035810916,WEALTH,Loja,Quito,2023-02-23,762,202602,2026-02-21,2026-02-21 19:17:59.877054
1073,CUS-00074,LIC. NADIA TAMEZ,promero@gmail.com,1-594-636-8872x5887,RUC,2916126304001,RETAIL,Guayas,Cuenca,2022-07-05,387,202602,2026-02-21,2026-02-21 19:17:59.877054
1074,CUS-00075,ANA LUISA NANCY BLANCO,ines40@gmail.com,495-621-3721,CÉDULA,8789863400,CORPORATIVO,Pichincha,Guayaquil,2022-02-06,516,202602,2026-02-21,2026-02-21 19:17:59.877054
1075,CUS-00076,ÁNGELA ROSARIO BARRETO,oswaldoarchuleta@gmail.com,1-865-890-2601,CÉDULA,2713148048,RETAIL,Azuay,Manta,2021-11-14,300,202602,2026-02-21,2026-02-21 19:17:59.877054
1076,CUS-00077,KARINA CARLA VARGAS,cdel-valle@yahoo.com,796-114-3519,CÉDULA,0873944567,WEALTH,Manabí,Quito,2021-03-24,434,202602,2026-02-21,2026-02-21 19:17:59.877054
1077,CUS-00078,RICARDO ROSARIO ARENAS,vescamilla@yahoo.com,+66(9)8490277038,CÉDULA,7186337354,RETAIL,Guayas,Quito,2022-02-19,996,202602,2026-02-21,2026-02-21 19:17:59.877054
1078,CUS-00079,SR(A). LOURDES VERGARA,aguirrehector@hotmail.com,(309)883-9205,CÉDULA,2918980927,WEALTH,Azuay,Quito,2025-06-18,650,202602,2026-02-21,2026-02-21 19:17:59.877054
1079,CUS-00080,ING. IGNACIO IBARRA,mezagloria@yahoo.com,021.465.6693,CÉDULA,5445608239,RETAIL,Azuay,Guayaquil,2023-01-15,439,202602,2026-02-21,2026-02-21 19:17:59.877054
1080,CUS-00081,YOLANDA HUMBERTO GRIEGO,gcervantes@yahoo.com,011-848-9554x3937,RUC,0921107225001,CORPORATIVO,Manabí,Guayaquil,2023-10-07,917,202602,2026-02-21,2026-02-21 19:17:59.877054
1081,CUS-00082,LEONARDO CÉSAR MACÍAS REYNA,elisa15@gmail.com,904-268-1818x451,CÉDULA,7883418728,RETAIL,Azuay,Cuenca,2024-08-22,432,202602,2026-02-21,2026-02-21 19:17:59.877054
1082,CUS-00083,ANTONIA ABRIL REYNOSO VALLADARES,thinojosa@gmail.com,489-476-9735x7790,CÉDULA,2819878417,CORPORATIVO,Pichincha,Guayaquil,2026-01-15,919,202602,2026-02-21,2026-02-21 19:17:59.877054
1083,CUS-00084,ANTONIA TERRAZAS GALLARDO,mirandagustavo@hotmail.com,141.633.5658x804,CÉDULA,5749154401,CORPORATIVO,Pichincha,Manta,2022-04-01,477,202602,2026-02-21,2026-02-21 19:17:59.877054
1084,CUS-00085,MTRO. CÉSAR MONTES,deliapalomino@yahoo.com,416.518.2755,CÉDULA,7292771705,RETAIL,Pichincha,Cuenca,2023-04-09,657,202602,2026-02-21,2026-02-21 19:17:59.877054
1085,CUS-00086,FELIPE NEGRÓN LINARES,asuncion61@gmail.com,1-942-373-3343,CÉDULA,7270884935,CORPORATIVO,Azuay,Cuenca,2021-06-12,679,202602,2026-02-21,2026-02-21 19:17:59.877054
1086,CUS-00087,MARCELA PAMELA MADRID,mateomejia@gmail.com,339.521.1179,CÉDULA,6498269946,PYME,Pichincha,Manta,2023-04-11,957,202602,2026-02-21,2026-02-21 19:17:59.877054
1087,CUS-00088,ING. ABRIL URRUTIA,ibarrajuan-carlos@gmail.com,+80(7)5957947284,CÉDULA,1316108071,RETAIL,Manabí,Manta,2021-05-25,749,202602,2026-02-21,2026-02-21 19:17:59.877054
1088,CUS-00089,WILFRIDO BERNARDO CERVANTES JAIME,vjaramillo@yahoo.com,392-086-7808x562,RUC,7252698145001,RETAIL,Azuay,Manta,2021-09-09,885,202602,2026-02-21,2026-02-21 19:17:59.877054
1089,CUS-00090,BERNABÉ URIBE CORTÉS,ibarraursula@yahoo.com,1-187-500-3691x559,CÉDULA,3331305095,CORPORATIVO,Loja,Cuenca,2022-12-16,762,202602,2026-02-21,2026-02-21 19:17:59.877054
1090,CUS-00091,GUILLERMINA SALMA GAITÁN MONTALVO,anelcasanova@yahoo.com,284-347-9552,CÉDULA,0597113236,CORPORATIVO,Azuay,Cuenca,2025-11-08,407,202602,2026-02-21,2026-02-21 19:17:59.877054
1091,CUS-00092,TANIA GABINO SANTIAGO,cristobal68@hotmail.com,636.556.4729x293,CÉDULA,0529691130,RETAIL,Manabí,Cuenca,2024-09-12,421,202602,2026-02-21,2026-02-21 19:17:59.877054
1092,CUS-00093,FIDEL ÁVALOS,caridad45@hotmail.com,04386632270,CÉDULA,2866313520,PYME,Loja,Manta,2022-05-17,316,202602,2026-02-21,2026-02-21 19:17:59.877054
1093,CUS-00094,TANIA PIÑA LEBRÓN,estefaniacepeda@yahoo.com,(672)885-7448,CÉDULA,7443528420,CORPORATIVO,Azuay,Manta,2025-08-13,495,202602,2026-02-21,2026-02-21 19:17:59.877054
1094,CUS-00095,ABELARDO MERINO CEDILLO,maria-elenazelaya@yahoo.com,1-061-203-4717x5455,CÉDULA,9512087178,CORPORATIVO,Pichincha,Quito,2022-01-18,626,202602,2026-02-21,2026-02-21 19:17:59.877054
1095,CUS-00096,CYNTHIA MARGARITA UREÑA PONCE,eulloa@hotmail.com,(845)061-5939x9824,CÉDULA,0471362479,WEALTH,Guayas,Guayaquil,2021-02-20,617,202602,2026-02-21,2026-02-21 19:17:59.877054
1096,CUS-00097,SR(A). BRUNO BENÍTEZ,fernandoybarra@gmail.com,587.716.9472,CÉDULA,2386033858,PYME,Guayas,Quito,2024-06-10,778,202602,2026-02-21,2026-02-21 19:17:59.877054
1097,CUS-00098,PATRICIO ALEJANDRO NEGRÓN,tsuarez@yahoo.com,(569)961-1253,CÉDULA,5544177074,PYME,Pichincha,Manta,2022-09-30,551,202602,2026-02-21,2026-02-21 19:17:59.877054
1098,CUS-00099,ING. CONCEPCIÓN POSADA,vallebruno@gmail.com,1-544-964-7598,CÉDULA,1158058752,RETAIL,Guayas,Cuenca,2022-07-26,802,202602,2026-02-21,2026-02-21 19:17:59.877054
1099,CUS-00100,ALMA HOMERO NAVA,renatoteran@gmail.com,1-622-023-4132x611,CÉDULA,7808553097,PYME,Guayas,Manta,2022-07-16,418,202602,2026-02-21,2026-02-21 19:17:59.877054
1100,CUS-00101,JORGE GAITÁN HARO,itzelsolis@yahoo.com,07800681149,CÉDULA,1010080395,RETAIL,Pichincha,Guayaquil,2024-03-04,973,202602,2026-02-21,2026-02-21 19:17:59.877054
1101,CUS-00102,JOAQUÍN VALENCIA PALOMO,florezrodolfo@yahoo.com,164-334-7228,CÉDULA,6156991196,WEALTH,Pichincha,Quito,2023-04-18,797,202602,2026-02-21,2026-02-21 19:17:59.877054
1102,CUS-00103,DR. EVA CURIEL,segoviamarisela@gmail.com,(005)577-8487,CÉDULA,0725858681,PYME,Azuay,Quito,2022-05-26,785,202602,2026-02-21,2026-02-21 19:17:59.877054
1103,CUS-00104,LILIANA ALBERTO DUARTE,gcenteno@yahoo.com,829-979-6884,CÉDULA,7713633595,CORPORATIVO,Azuay,Cuenca,2023-08-06,344,202602,2026-02-21,2026-02-21 19:17:59.877054
1104,CUS-00105,LILIA YOLANDA GUZMÁN JARAMILLO,dvalle@hotmail.com,783.174.5642,RUC,9289156829001,WEALTH,Pichincha,Quito,2022-10-23,613,202602,2026-02-21,2026-02-21 19:17:59.877054
1105,CUS-00106,BIANCA JUANA ARELLANO,umanzanares@gmail.com,(008)254-7807,CÉDULA,2637646215,RETAIL,Manabí,Quito,2021-09-11,478,202602,2026-02-21,2026-02-21 19:17:59.877054
1106,CUS-00107,ESTELA FELICIANO,ahernandez@hotmail.com,406.493.0853x686,CÉDULA,1254782922,WEALTH,Guayas,Manta,2024-06-26,717,202602,2026-02-21,2026-02-21 19:17:59.877054
1107,CUS-00108,JERÓNIMO MAGAÑA,ricardobeltran@gmail.com,326-634-1638x944,CÉDULA,5060497343,RETAIL,Azuay,Quito,2024-07-21,855,202602,2026-02-21,2026-02-21 19:17:59.877054
1108,CUS-00109,ESPARTA ALBERTO ESPINOZA,smontanez@gmail.com,846-312-2417x97497,CÉDULA,3710283941,WEALTH,Guayas,Quito,2024-12-28,377,202602,2026-02-21,2026-02-21 19:17:59.877054
1109,CUS-00110,ISAAC LEIVA,barrientosmariana@gmail.com,1-502-080-2144,CÉDULA,3113569229,RETAIL,Loja,Quito,2021-10-16,625,202602,2026-02-21,2026-02-21 19:17:59.877054
1110,CUS-00111,GERMÁN MONTOYA SAUCEDO,lucas22@hotmail.com,703-120-7356,CÉDULA,5217402973,PYME,Pichincha,Cuenca,2022-12-10,989,202602,2026-02-21,2026-02-21 19:17:59.877054
1111,CUS-00112,OMAR MERAZ,ynoriega@yahoo.com,(757)051-2046,CÉDULA,6916445857,CORPORATIVO,Manabí,Cuenca,2025-03-10,656,202602,2026-02-21,2026-02-21 19:17:59.877054
1112,CUS-00113,CAMILO IBARRA DOMÍNGUEZ,fnunez@hotmail.com,08723460136,RUC,6831650881001,RETAIL,Loja,Manta,2024-11-08,715,202602,2026-02-21,2026-02-21 19:17:59.877054
1113,CUS-00114,MTRO. ALFONSO CARDONA,ursulamontero@gmail.com,1-303-718-3764x520,RUC,2440773692001,WEALTH,Loja,Quito,2024-01-31,814,202602,2026-02-21,2026-02-21 19:17:59.877054
1114,CUS-00115,LIC. JAIME MARTÍNEZ,pabloorozco@hotmail.com,881.474.3503x13650,CÉDULA,5998043708,RETAIL,Loja,Cuenca,2024-02-29,513,202602,2026-02-21,2026-02-21 19:17:59.877054
1115,CUS-00116,SAMUEL SEGURA,espartaacosta@gmail.com,(491)630-0979,RUC,5384440077001,RETAIL,Pichincha,Cuenca,2022-05-01,373,202602,2026-02-21,2026-02-21 19:17:59.877054
1116,CUS-00117,JUDITH VELÁZQUEZ ESPINAL,marisol86@hotmail.com,513-271-9500,RUC,5311843906001,RETAIL,Azuay,Manta,2022-07-09,862,202602,2026-02-21,2026-02-21 19:17:59.877054
1117,CUS-00118,ALVARO MARCO ANTONIO ABREU SOLÍS,pgodinez@yahoo.com,281.273.5857,CÉDULA,2544400293,WEALTH,Pichincha,Guayaquil,2024-01-23,878,202602,2026-02-21,2026-02-21 19:17:59.877054
1118,CUS-00119,DR. JOSÉ PRADO,cristal43@hotmail.com,306.524.0778x48739,RUC,4171818671001,CORPORATIVO,Azuay,Quito,2021-07-29,808,202602,2026-02-21,2026-02-21 19:17:59.877054
1119,CUS-00120,WENDOLIN MENÉNDEZ MARTÍNEZ,apariciovirginia@yahoo.com,(855)749-8218,CÉDULA,6536319671,PYME,Loja,Cuenca,2021-09-02,631,202602,2026-02-21,2026-02-21 19:17:59.877054
1120,CUS-00121,HELENA SARABIA MARES,guajardoemiliano@gmail.com,744-857-0862,RUC,4067545106001,CORPORATIVO,Loja,Manta,2024-04-15,392,202602,2026-02-21,2026-02-21 19:17:59.877054
1121,CUS-00122,ITZEL PADRÓN,villegasaldo@yahoo.com,+95(9)3518638782,RUC,6991109770001,RETAIL,Manabí,Manta,2024-02-24,987,202602,2026-02-21,2026-02-21 19:17:59.877054
